1	0	0
2	0	0
3	0	0
4	0	0
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	1	1
12	1	1
13	1	1
14	1	1
15	1	1
16	1	1
17	1	1
18	1	1
19	1	1
20	1	1
21	1	1
22	1	1
23	1	1
24	1	1
25	1	1
26	1	1
27	1	1
28	1	1
29	1	1
30	1	1
31	1	2
32	1	1
33	1	1
34	1	4
35	1	1
36	1	1
37	1	1
38	1	1
39	1	1
40	2	1
41	2	1
42	2	1
43	2	2
44	2	1
45	2	1
46	2	1
47	2	1
48	2	1
49	2	1
50	2	1
51	2	1
52	2	1
53	2	1
54	2	1
55	3	3
56	3	1
57	3	1
58	3	2
59	4	1
60	4	2
61	4	2
62	4	2
63	4	2
64	4	2
65	4	2
66	4	2
67	4	2
68	4	2
69	4	2
70	4	2
71	4	2
72	4	2
73	4	2
74	4	2
75	4	2
76	4	2
77	4	2
78	4	2
79	4	2
80	4	2
81	4	2
82	4	2
83	4	2
84	4	2
85	4	2
86	4	2
87	4	2
88	4	2
89	4	2
90	4	2
91	4	2
92	4	2
93	4	2
94	4	2
95	4	2
96	4	2
97	4	2
98	4	2
99	4	2
100	4	2
101	4	2
102	4	2
103	4	2
104	4	2
105	4	2
106	4	2
107	4	2
108	4	2
109	4	2
110	4	2
111	4	2
112	4	2
113	4	3
114	4	2
115	4	2
116	4	2
117	4	2
118	4	2
119	4	2
120	4	2
121	4	2
122	4	2
123	4	2
124	4	2
125	4	2
126	4	2
127	4	2
128	4	2
129	4	2
130	4	2
131	4	2
132	4	2
133	4	2
134	4	2
135	4	2
136	4	2
137	4	2
138	4	2
139	4	2
140	4	2
141	4	2
142	4	3
143	4	2
144	4	2
145	4	2
146	4	2
147	4	2
148	4	2
149	4	2
150	4	2
151	4	2
152	4	2
153	4	2
154	4	2
155	4	2
156	4	2
157	4	2
158	4	2
159	4	2
160	4	2
161	4	2
162	4	2
163	4	2
164	4	2
165	4	2
166	4	2
167	4	2
168	4	2
169	4	2
170	4	2
171	4	2
172	4	2
173	4	2
174	4	2
175	4	2
176	4	2
177	4	2
178	4	2
179	4	2
180	4	2
181	4	2
182	4	2
183	4	2
184	4	2
185	4	2
186	4	2
187	4	2
188	4	2
189	4	2
190	4	2
191	4	2
192	4	2
193	4	2
194	4	2
195	4	2
196	4	2
197	4	2
198	4	2
199	4	2
200	4	2
201	5	1
202	5	1
203	5	1
204	5	1
205	5	1
206	5	2
207	5	1
208	5	1
209	6	1
210	6	1
211	6	2
212	6	1
213	6	1
214	6	1
215	6	1
216	6	1
217	6	2
218	6	2
219	6	2
220	6	1
221	6	1
222	6	2
223	6	2
224	6	1
225	6	2
226	6	2
227	6	4
228	6	2
229	6	2
230	6	2
231	6	2
232	6	2
233	6	1
234	6	1
235	6	1
236	6	2
237	6	1
238	6	1
239	6	1
240	6	2
241	6	2
242	7	3
243	7	2
244	7	2
245	7	2
246	7	2
247	7	2
248	7	2
